time_s,soc,battery_core_temp_c,battery_surface_temp_c,requested_traction_power_w,available_traction_power_w,actual_traction_power_w,preconditioning_thermal_power_w,preconditioning_aux_power_w,battery_terminal_power_w,power_closure_residual_w,preconditioning_reason,incremental_aging_damage,cumulative_route_aging_damage
1230.0,0.2740785063054177,-13.279491063311966,-13.6887993747309,16887.020181189673,220000.0,16887.020181189673,0.0,0.0,16887.020181189648,-2.546585164964199e-11,strategy_none,9.653666022433172e-09,2.0402726784649266e-06
1235.0,0.2737323066401393,-13.271526847689575,-13.683028578075385,17106.652637168914,220000.0,17106.652637168914,0.0,0.0,17106.652637168914,0.0,strategy_none,9.809106683536295e-09,2.050081785148463e-06
1240.0,0.2733819632153618,-13.263404260020465,-13.677224543455425,17306.491028788965,220000.0,17306.491028788965,0.0,0.0,17306.491028788965,0.0,strategy_none,9.951779575859233e-09,2.060033564724322e-06
1245.0,0.2730279270278998,-13.255141437282953,-13.671384829417203,17484.345884812352,220000.0,17484.345884812352,0.0,0.0,17484.345884812356,3.637978807091713e-12,strategy_none,1.007994576587085e-08,2.0701135104901928e-06
1250.0,0.27267068994959365,-13.246758452672339,-13.66550741057296,17638.268590217984,220000.0,17638.268590217984,0.0,0.0,17638.268590218027,4.3655745685100555e-11,strategy_none,1.0192025242110778e-08,2.0803055357323037e-06
1255.0,0.27231077931064696,-13.238277069499617,-13.659590707237577,17766.57273563502,220000.0,17766.57273563502,0.0,0.0,17766.572735635003,-1.8189894035458565e-11,strategy_none,1.0286623324233151e-08,2.090592159056537e-06
1260.0,0.2719487520703244,-13.229720460970247,-13.6536336094958,17867.85259399691,220000.0,17867.85259399691,0.0,0.0,17867.852593996933,2.1827872842550278e-11,strategy_none,1.0362554670248974e-08,2.100954713726786e-06
1265.0,0.27158518864125974,-13.221112900744723,-13.647635495139376,17940.998521981273,220000.0,17940.998521981273,0.0,0.0,17940.998521981262,-1.0913936421275139e-11,strategy_none,1.0418864205020932e-08,2.111373577931807e-06
1270.0,0.27122068643838415,-13.21247943012862,-13.641596241023594,17985.209117494338,220000.0,17985.209117494338,0.0,0.0,17985.209117494353,1.4551915228366852e-11,strategy_none,1.045484436005733e-08,2.1218284222918644e-06
1275.0,0.27085585322731537,-13.203845508511492,-13.635516227519599,18000.0,220000.0,18000.0,0.0,0.0,18000.000000000015,1.4551915228366852e-11,strategy_none,1.047004810842221e-08,2.1322984704002867e-06
1280.0,0.2704913003498711,-13.19523665423806,-13.629396335878216,17985.209117494338,220000.0,17985.209117494338,0.0,0.0,17985.20911749435,1.0913936421275139e-11,strategy_none,1.0464297395580054e-08,2.142762767795867e-06
1285.0,0.2701276359061196,-13.18667808342743,-13.623237938468796,17940.998521981277,220000.0,17940.998521981277,0.0,0.0,17940.998521981255,-2.1827872842550278e-11,strategy_none,1.0437686702324937e-08,2.153200454498192e-06
1290.0,0.26976545797302426,-13.178194354341548,-13.617042882007631,17867.852593996915,220000.0,17867.852593996915,0.0,0.0,17867.852593996926,1.0913936421275139e-11,strategy_none,1.0390581623650828e-08,2.1635910361218427e-06
1295.0,0.26940534793925924,-13.169809024739344,-13.610813464040085,17766.57273563502,220000.0,17766.57273563502,0.0,0.0,17766.572735635044,2.1827872842550278e-11,strategy_none,1.0323612500794639e-08,2.1739146486226372e-06
