time_s,soc,battery_core_temp_c,battery_surface_temp_c,requested_traction_power_w,available_traction_power_w,actual_traction_power_w,preconditioning_thermal_power_w,preconditioning_aux_power_w,battery_terminal_power_w,power_closure_residual_w,preconditioning_reason,incremental_aging_damage,cumulative_route_aging_damage
445.0,0.37203450235225727,45.509225881445154,44.90851703001505,15582.226850822668,220000.0,15582.226850822668,0.0,0.0,15582.226850822619,-4.9112713895738125e-11,strategy_none,6.581999890848669e-08,6.010908902132981e-06
450.0,0.37173430577806577,45.51355864308188,44.91148920198836,15300.0,220000.0,15300.0,0.0,0.0,15299.999999999904,-9.640643838793039e-11,strategy_none,6.44460585083229e-08,6.0753549606413034e-06
455.0,0.37143965997407696,45.517729425363264,44.914483110701305,15017.773149177334,220000.0,15017.773149177334,0.0,0.0,15017.773149177354,2.000888343900442e-11,strategy_none,6.307945797973143e-08,6.138434418621035e-06
460.0,0.3711505037389743,45.52174158416533,44.91749504179062,14738.638434792048,220000.0,14738.638434792048,0.0,0.0,14738.638434792061,1.2732925824820995e-11,strategy_none,6.173516059518553e-08,6.200169579216221e-06
465.0,0.3708667155775743,45.52560008146238,44.92052142914008,14465.654115187643,220000.0,14465.654115187643,0.0,0.0,14465.654115187584,-5.820766091346741e-11,strategy_none,6.04276283666761e-08,6.260597207582897e-06
470.0,0.37058811505973493,45.52931141052457,44.92355888376443,14201.811063695339,220000.0,14201.811063695339,0.0,0.0,14201.811063695288,-5.093170329928398e-11,strategy_none,5.9170683405326424e-08,6.319767890988223e-06
475.0,0.3703144648219562,45.53288350703439,44.92660422056638,13949.999999999998,220000.0,13949.999999999998,0.0,0.0,13950.000000000102,1.0368239600211382e-10,strategy_none,5.797738652155353e-08,6.377745277509777e-06
480.0,0.3700454731884594,45.53632564796333,44.92965448273154,13712.979818810323,220000.0,13712.979818810323,0.0,0.0,13712.979818810372,4.9112713895738125e-11,strategy_none,5.6859932893044206e-08,6.434605210402821e-06
485.0,0.3697807973819422,45.539648340025025,44.93270696356799,13493.347362831086,220000.0,13493.347362831086,0.0,0.0,13493.34736283117,8.36735125631094e-11,strategy_none,5.582956410388163e-08,6.490434774506703e-06
490.0,0.369520047287991,45.54286319944573,44.93575922563792,13293.508971211037,220000.0,13293.508971211037,0.0,0.0,13293.508971211044,7.275957614183426e-12,strategy_none,5.489649543841881e-08,6.5453312699451216e-06
495.0,0.36926278973134885,45.54598282467655,44.93880911706685,13115.654115187643,220000.0,13115.654115187643,0.0,0.0,13115.654115187739,9.640643838793039e-11,strategy_none,5.406985700738307e-08,6.5994011269525046e-06
500.0,0.36900855321693976,45.54902066352496,44.94185478495076,12961.731409782018,220000.0,12961.731409782018,0.0,0.0,12961.731409782107,8.913048077374697e-11,strategy_none,5.335764709321239e-08,6.652758774045717e-06
505.0,0.36875683308377655,45.551990876017115,44.944894685813125,12833.427264364978,220000.0,12833.427264364978,0.0,0.0,12833.427264365046,6.730260793119669e-11,strategy_none,5.276669602259502e-08,6.705525470068311e-06
510.0,0.3685070970156758,45.55490819412834,44.947927593090704,12732.147406003085,220000.0,12732.147406003085,0.0,0.0,12732.147406003194,1.0913936421275139e-10,strategy_none,5.2302638896845266e-08,6.757828108965157e-06
